committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M12,202112169469872661,21B,BFF3127495C084C9C8BA,1551947,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-11-10 00:00:00,0.68,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-17 03:50:48.495,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4121720211386092068,ARLINGTON,222191891,OTHER,,2022,SB,4121720211386127659,https://docquery.fec.gov/cgi-bin/fecimg/?202112169469872661,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,YE,202201149474985328,21B,B1EC40F7E6C8C440897D,1556099,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-12-08 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-01-15 03:34:50.899,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4011520221388597033,ARLINGTON,222191891,OTHER,,2022,SB,4011520221388630712,https://docquery.fec.gov/cgi-bin/fecimg/?202201149474985328,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M8,202108189466323310,21B,B5D7222B8C65D4AE3B9D,1535185,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-07-23 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-19 04:54:13.814,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4081920211328404071,ARLINGTON,222191891,OTHER,,2022,SB,4081920211329247350,https://docquery.fec.gov/cgi-bin/fecimg/?202108189466323310,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M8,202108189466323311,21B,B216CD74408C64E26B6A,1535185,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-07-28 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-19 04:54:13.814,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4081920211328404071,ARLINGTON,222191891,OTHER,,2022,SB,4081920211329247354,https://docquery.fec.gov/cgi-bin/fecimg/?202108189466323311,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M9,202109169466698512,21B,B759248CC723B43899C2,1538231,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-08-03 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-09-17 03:53:01.806,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4091720211370875032,ARLINGTON,222191891,OTHER,,2022,SB,4091720211371023157,https://docquery.fec.gov/cgi-bin/fecimg/?202109169466698512,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M9,202109169466698513,21B,B002E663DCF284EC5892,1538231,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-08-06 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-09-17 03:53:01.806,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4091720211370875032,ARLINGTON,222191891,OTHER,,2022,SB,4091720211371023160,https://docquery.fec.gov/cgi-bin/fecimg/?202109169466698513,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M10,202110159467590758,21B,B22FBBDFE912C4CFC84A,1543791,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-09-09 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-03 03:56:42.714,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4101620211373837247,ARLINGTON,222191891,OTHER,,2022,SB,4110320211376972135,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467590758,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M10,202110159467590759,21B,B02C44571EFDD49738B8,1543791,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-09-13 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-03 03:56:42.714,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4101620211373837247,ARLINGTON,222191891,OTHER,,2022,SB,4110320211376972137,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467590759,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M11,202111159468494182,21B,B7957023D887F4015A8A,1548158,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-10-14 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-16 12:22:50.352,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4111620211378391006,ARLINGTON,222191891,OTHER,,2022,SB,4111620211378588351,https://docquery.fec.gov/cgi-bin/fecimg/?202111159468494182,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M11,202111159468494186,21B,B27A906809ED34C6884F,1548158,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-10-25 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-16 12:22:50.353,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4111620211378391006,ARLINGTON,222191891,OTHER,,2022,SB,4111620211378588361,https://docquery.fec.gov/cgi-bin/fecimg/?202111159468494186,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M11,202111159468494186,21B,BEE3DCDB5ACBC414FBBF,1548158,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-10-27 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-16 12:22:50.353,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4111620211378391006,ARLINGTON,222191891,OTHER,,2022,SB,4111620211378588363,https://docquery.fec.gov/cgi-bin/fecimg/?202111159468494186,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M12,202112169469872659,21B,BA2A937FF04D34BE5A4F,1551947,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-11-03 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-17 03:50:48.495,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4121720211386092068,ARLINGTON,222191891,OTHER,,2022,SB,4121720211386127654,https://docquery.fec.gov/cgi-bin/fecimg/?202112169469872659,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M12,202112169469872660,21B,B0DB501296609461C9B4,1551947,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-11-08 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-17 03:50:48.495,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4121720211386092068,ARLINGTON,222191891,OTHER,,2022,SB,4121720211386127657,https://docquery.fec.gov/cgi-bin/fecimg/?202112169469872660,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M12,202112169469872661,21B,BDE0E81DF1DE5424F90B,1551947,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-11-09 00:00:00,0.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-17 03:50:48.495,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4121720211386092068,ARLINGTON,222191891,OTHER,,2022,SB,4121720211386127658,https://docquery.fec.gov/cgi-bin/fecimg/?202112169469872661,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2022,M4,202205049502564107,21B,B82025BDDBEFE4942962,1591912,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2022-03-23 00:00:00,0.86,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-05-15 07:56:49.893,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4050420221474237047,ARLINGTON,222191891,OTHER,,2022,SB,4051420221486519395,https://docquery.fec.gov/cgi-bin/fecimg/?202205049502564107,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M5,202105199446962369,21B,B96B242A20DF84C40935,1516890,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-04-12 00:00:00,0.97,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-05-20 04:54:49.405,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4052020211294852052,ARLINGTON,222191891,OTHER,,2022,SB,4052020211295615043,https://docquery.fec.gov/cgi-bin/fecimg/?202105199446962369,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M6,202106179449196307,21B,B28B6907A37304DD2B88,1520355,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-05-11 00:00:00,0.97,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 04:55:41.07,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4061820211308552041,ARLINGTON,222191891,OTHER,,2022,SB,4062320211309667855,https://docquery.fec.gov/cgi-bin/fecimg/?202106179449196307,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M8,202108189466323307,21B,B47BEDD9E5015447CA5C,1535185,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-07-12 00:00:00,0.97,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-19 04:54:13.813,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4081920211328404071,ARLINGTON,222191891,OTHER,,2022,SB,4081920211329247342,https://docquery.fec.gov/cgi-bin/fecimg/?202108189466323307,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M5,202105199446962370,21B,BE3F56728FD5B43C6950,1516890,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-04-19 00:00:00,1.07,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-05-20 04:54:49.405,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4052020211294852052,ARLINGTON,222191891,OTHER,,2022,SB,4052020211295615046,https://docquery.fec.gov/cgi-bin/fecimg/?202105199446962370,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M6,202106179449196309,21B,B1927933DEB7D4A81A33,1520355,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-05-19 00:00:00,1.07,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 04:55:41.07,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4061820211308552041,ARLINGTON,222191891,OTHER,,2022,SB,4062320211309667861,https://docquery.fec.gov/cgi-bin/fecimg/?202106179449196309,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M8,202108189466323309,21B,B39EC78ACDB4E49F1B23,1535185,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-07-19 00:00:00,1.07,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-19 04:54:13.813,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4081920211328404071,ARLINGTON,222191891,OTHER,,2022,SB,4081920211329247347,https://docquery.fec.gov/cgi-bin/fecimg/?202108189466323309,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M11,202111159468494184,21B,B04AC98D4A295401CA81,1548158,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-10-19 00:00:00,1.07,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-16 12:22:50.352,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4111620211378391006,ARLINGTON,222191891,OTHER,,2022,SB,4111620211378588357,https://docquery.fec.gov/cgi-bin/fecimg/?202111159468494184,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2022,M9,202209159528477447,21B,BA5244D51122D4A659FB,1629660,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2022-08-02 00:00:00,1.19,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-09-16 14:40:22.487,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4091520221575533049,ARLINGTON,222191891,OTHER,,2022,SB,4091520221575577068,https://docquery.fec.gov/cgi-bin/fecimg/?202209159528477447,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M5,202105199446962367,21B,B8DE9872622914BBFA81,1516890,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-04-06 00:00:00,1.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-05-20 04:54:49.404,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4052020211294852052,ARLINGTON,222191891,OTHER,,2022,SB,4052020211295615037,https://docquery.fec.gov/cgi-bin/fecimg/?202105199446962367,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M5,202105199446962369,21B,BB90F4ADF4C0C4780847,1516890,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-04-14 00:00:00,1.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-05-20 04:54:49.405,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4052020211294852052,ARLINGTON,222191891,OTHER,,2022,SB,4052020211295615044,https://docquery.fec.gov/cgi-bin/fecimg/?202105199446962369,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M7,202107189451679720,21B,BF2F8A7CC13EA4DAAA46,1528379,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-06-04 00:00:00,1.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-04 04:54:39.685,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4071920211321070017,ARLINGTON,222191891,OTHER,,2022,SB,4080420211324602993,https://docquery.fec.gov/cgi-bin/fecimg/?202107189451679720,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M7,202107189451679724,21B,BCC16CCD4EC404CA6ADF,1528379,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-06-29 00:00:00,1.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-04 04:54:39.686,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4071920211321070017,ARLINGTON,222191891,OTHER,,2022,SB,4080420211324603005,https://docquery.fec.gov/cgi-bin/fecimg/?202107189451679724,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M8,202108189466323312,21B,B9684F4E5BD2944D18C5,1535185,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-07-29 00:00:00,1.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-19 04:54:13.814,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4081920211328404071,ARLINGTON,222191891,OTHER,,2022,SB,4081920211329247355,https://docquery.fec.gov/cgi-bin/fecimg/?202108189466323312,Other Federal Operating Expenditures,,,,,,
C00020818,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,2021,M10,202110159467590759,21B,B89EBB523F8E34807BBD,1543791,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CREDIT CARD FEES,,,2021-09-14 00:00:00,1.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-03 03:56:42.714,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4101620211373837247,ARLINGTON,222191891,OTHER,,2022,SB,4110320211376972138,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467590759,Other Federal Operating Expenditures,,,,,,
