committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,YE,202201319485177360,21B,500785144,1562946,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-12-27 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 08:06:45.219,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4013120221403740514,WASHINGTON,200061202,OTHER,,2022,SB,4022520221453463843,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485177360,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M5,202205209512430029,21B,500801764,1596205,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-04-26 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-01 03:35:27.418,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4052020221492737215,WASHINGTON,200061202,OTHER,,2022,SB,4053120221494129450,https://docquery.fec.gov/cgi-bin/fecimg/?202205209512430029,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M10,202110209468125516,21B,500766511,1545839,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-09-28 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-03 03:56:42.727,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312247,WASHINGTON,200061202,OTHER,,2022,SB,4110320211376972334,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125516,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M9,202110209468125349,21B,500762380,1545835,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-08-27 00:00:00,5.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.097,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312244,WASHINGTON,200061202,OTHER,,2022,SB,4110420211377164824,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125349,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M11,202111199468736136,21B,500778126,1549553,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-10-29 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-27 03:49:50.188,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4112020211378843450,WASHINGTON,200061202,OTHER,,2022,SB,4112720211379971218,https://docquery.fec.gov/cgi-bin/fecimg/?202111199468736136,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M12,202112209474521270,21B,500781301,1552750,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-11-26 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-31 03:51:43.191,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4122120211386231223,WASHINGTON,200061202,OTHER,,2022,SB,4123120211387372191,https://docquery.fec.gov/cgi-bin/fecimg/?202112209474521270,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M4,202204209500094932,21B,500796616,1588914,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-03-25 00:00:00,5.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-14 03:38:30.236,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4042020221470986274,WASHINGTON,200061202,OTHER,,2022,SB,4051320221485725270,https://docquery.fec.gov/cgi-bin/fecimg/?202204209500094932,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M6,202106189449393984,21B,500750534,1520643,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-05-02 00:00:00,9.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-25 04:58:48.087,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4061920211309407046,SOMERVILLE,021443132,OTHER,,2022,SB,4062520211311678985,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449393984,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,YE,202201319485177368,30B,500785194,1562946,ORG,ORGANIZATION,,,VSP VISION INSURANCE,CA,,,,,VISION INSURANCE,,,2021-12-06 00:00:00,14.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 08:06:45.22,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4013120221403740514,RANCHO CORDOVA,956707985,OTHER,,2022,SB,4022520221453463865,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485177368,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M10,202110209468125523,30B,500767441,1545839,ORG,ORGANIZATION,,,VSP VISION INSURANCE,CA,,,,,VISION INSURANCE,,,2021-09-07 00:00:00,14.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-03 03:56:42.728,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312247,RANCHO CORDOVA,956707985,OTHER,,2022,SB,4110320211376972354,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125523,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M9,202110209468125354,30B,500762410,1545835,ORG,ORGANIZATION,,,VSP VISION INSURANCE,CA,,,,,VISION INSURANCE,,,2021-08-04 00:00:00,14.88,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.098,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312244,RANCHO CORDOVA,956707985,OTHER,,2022,SB,4110420211377164841,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125354,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M9,202209209528602127,21B,500823009,1631102,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-08-26 00:00:00,15.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-09-23 03:35:05.257,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4092020221576068442,WASHINGTON,200061202,OTHER,,2022,SB,4092220221576548990,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528602127,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M4,202105209447336861,21B,500746206,1517646,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-03-31 00:00:00,16.53,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-05-25 07:10:11.43,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4052120211296776517,SOMERVILLE,021443132,OTHER,,2022,SB,4052520211297193609,https://docquery.fec.gov/cgi-bin/fecimg/?202105209447336861,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M9,202110209468125347,21B,500762367,1545835,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-08-01 00:00:00,19.48,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.096,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312244,SOMERVILLE,021443132,OTHER,,2022,SB,4110420211377164818,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468125347,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005317,21B,500792583,1575072,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-02-25 00:00:00,20.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.276,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,WASHINGTON,200061202,OTHER,,2022,SB,4032120221463789747,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005317,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M6,202106189449393986,21B,500753678,1520643,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-05-28 00:00:00,20.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-25 04:58:48.088,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4061920211309407046,WASHINGTON,200061202,OTHER,,2022,SB,4062520211311678991,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449393986,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M6,202206209515036020,21B,500806240,1603926,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2022-05-26 00:00:00,20.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-30 03:36:14.079,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4062020221530402034,WASHINGTON,200061202,OTHER,,2022,SB,4062920221539257723,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515036020,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M8,202110209468124471,21B,500759742,1545823,ORG,ORGANIZATION,,,AMALGAMATED BANK,DC,,,,,BANK FEE,,,2021-07-28 00:00:00,20.75,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.094,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312235,WASHINGTON,200061202,OTHER,,2022,SB,4110420211377164790,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468124471,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M2,202110209468113574,21B,500734846,1545813,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-01-03 00:00:00,22.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.092,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312226,SOMERVILLE,021443132,OTHER,,2022,SB,4110420211377164763,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468113574,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,YE,202201319485177363,21B,500785196,1562946,ORG,ORGANIZATION,,,VSP VISION INSURANCE,CA,,,,,VISION INSURANCE - TERESA FOR ALL,,,2021-12-06 00:00:00,23.81,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 08:06:45.22,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4013120221403740514,RANCHO CORDOVA,956707985,OTHER,,2022,SB,4022520221453463853,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485177363,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M7,202207209522238512,21B,500810316,1617625,ORG,ORGANIZATION,,,VSP VISION INSURANCE,CA,,,,,HEALTH INSURANCE - NOT FEA,,,2022-06-05 00:00:00,23.81,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-08-11 03:37:12.09,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4072020221541753302,RANCHO CORDOVA,956707985,OTHER,,2022,SB,4081020221563907733,https://docquery.fec.gov/cgi-bin/fecimg/?202207209522238512,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M5,202107209451842893,30B,500750977,1529299,ORG,ORGANIZATION,,,DOORDASH,CA,,,,,VOLUNTEER MEALS,,,2021-04-01 00:00:00,26.10,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-08-11 04:55:31.63,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4072120211321224447,SAN FRANCISCO,941031740,TRAVEL,,2022,SB,4081120211325932810,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451842893,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M11,202111199468736142,30B,500778168,1549553,ORG,ORGANIZATION,,,VSP VISION INSURANCE,CA,,,,,VISION INSURANCE,,,2021-10-04 00:00:00,29.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-27 03:49:50.19,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4112020211378843450,RANCHO CORDOVA,956707985,OTHER,,2022,SB,4112720211379971235,https://docquery.fec.gov/cgi-bin/fecimg/?202111199468736142,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M7,202107209451843495,21B,500756726,1529306,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-06-30 00:00:00,30.96,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-08-11 04:55:31.621,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4072120211321224453,SOMERVILLE,021443132,OTHER,,2022,SB,4081120211325932687,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451843495,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M3,202203189494005317,21B,500792827,1575072,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEE,,,2022-02-28 00:00:00,31.17,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-22 03:50:02.276,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4031820221460873256,SOMERVILLE,021443132,OTHER,,2022,SB,4032120221463789746,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494005317,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2022,M2,202202189491779989,21B,500789596,1570199,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-01-02 00:00:00,31.74,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-01 03:51:43.431,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4021820221409065206,SOMERVILLE,021443132,OTHER,,2022,SB,4022820221453646773,https://docquery.fec.gov/cgi-bin/fecimg/?202202189491779989,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M3,202105209447320364,21B,500742430,1517640,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-02-28 00:00:00,32.14,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-05-25 07:10:11.428,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4052120211296776511,SOMERVILLE,021443132,OTHER,,2022,SB,4052520211297193587,https://docquery.fec.gov/cgi-bin/fecimg/?202105209447320364,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M2,202110209468113575,21B,500739717,1545813,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-01-31 00:00:00,32.31,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:40.093,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4102120211374312226,SOMERVILLE,021443132,OTHER,,2022,SB,4110420211377164767,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468113575,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M4,202105209447336861,21B,500744841,1517646,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-03-28 00:00:00,34.31,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-05-25 07:10:11.43,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4052120211296776517,SOMERVILLE,021443132,OTHER,,2022,SB,4052520211297193608,https://docquery.fec.gov/cgi-bin/fecimg/?202105209447336861,Other Federal Operating Expenditures,,,,,,
C00161810,DEMOCRATIC PARTY OF NEW MEXICO - FEDERAL,2021,M12,202112209474521270,21B,500781653,1552750,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2021-11-30 00:00:00,35.76,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-31 03:51:43.191,,,,0.00,,,,,,,,,,,,Y,"",U,F3X,4122120211386231223,SOMERVILLE,021443132,OTHER,,2022,SB,4123120211387372190,https://docquery.fec.gov/cgi-bin/fecimg/?202112209474521270,Other Federal Operating Expenditures,,,,,,
